Job ID $ Task index within the job, Start time (micro second), Finish time (micro second), Duration (micro second), Priority 
6251915193$867,3853059396,4013922715,160863319,2
6251915193$864,3853059354,4039142701,186083347,2
6251915193$865,3853059368,4023682819,170623451,2
6251803864$1854,2178768292,3016500196,837731904,2
6251803864$1855,2178768313,2895727895,716959582,2
6251803864$1856,2178768337,2910769536,732001199,2
6251803864$1857,2178768354,3113306594,934538240,2
6251803864$1850,2178768230,2908093974,729325744,2
6251803864$1851,2178768244,2949248679,770480435,2
6251803864$1852,2178768258,2973085334,794317076,2
6251803864$1853,2178768272,3057311630,878543358,2
6251803864$1858,2178768368,2903798088,725029720,2
6251725155$375,1442187597,1858272642,416085045,2
6250505806$329,0,3101251683,3101251683,2
6250505806$324,0,1412046604,1412046604,2
6251827185$97,2220844942,2480984844,260139902,0
6251921741$955,3939594039,4597266643,657672604,2
6251982423$721,4952029233,5226732943,274703710,2
6251982423$724,4952029287,5228281110,276251823,2
6251674199$69,763189199,932652816,169463617,2
6251674199$68,763189185,956409832,193220647,2
6251674199$63,763189115,944306111,181116996,2
6251674199$62,763189101,989566406,226377305,2
6251674199$61,763189087,954276623,191087536,2
6251674199$60,763189073,930859490,167670417,2
6251674199$66,763189157,999002529,235813372,2
6251674199$65,763189143,932652574,169463431,2
6251674199$64,763189129,954276346,191087217,2
6251779174$920,2102286975,2616865328,514578353,2
6251539840$403,0,1072994834,1072994834,2
6251539840$402,0,1084274970,1084274970,2
6251539840$409,0,1219246978,1219246978,2
6251539840$408,0,1088999946,1088999946,2
6251982423$154,4952021006,5208512608,256491602,2
6251982423$155,4952021020,5197980270,245959250,2
6251866953$498,2852991999,3030205883,177213884,2
6251866953$499,2852992013,3101252066,248260053,2
6251754480$259,1601642879,1743147832,141504953,2
6251754480$258,1601642850,1725418887,123776037,2
6251754480$255,1601642802,1726356521,124713719,2
6251754480$254,1601642786,1720807615,119164829,2
6251754480$257,1601642834,1744714403,143071569,2
6251754480$256,1601642818,1721924664,120281846,2
6251754480$251,1601642738,1725418815,123776077,2
6251754480$253,1601642770,1726357189,124714419,2
6251754480$252,1601642754,1721924785,120282031,2
6251726235$568,1442206632,3113306632,1671100000,2
6251726235$569,1442206646,3102134279,1659927633,2
6251803864$948,2178754008,3004136779,825382771,2
6251803864$949,2178754027,2911535276,732781249,2
6251726235$560,1442206517,3086469487,1644262970,2
6251726235$561,1442206534,3138207240,1696000706,2
6251726235$562,1442206548,3084837921,1642631373,2
6251726235$564,1442206576,3094342376,1652135800,2
6251726235$566,1442206604,3071208198,1629001594,2
6251726235$567,1442206618,3098265644,1656059026,2
6251795690$601,2151673860,2627591003,475917143,2
6251726235$501,1442205585,3099061120,1656855535,2
6251882848$224,3239654352,3516105519,276451167,2
6251795690$603,2151673888,2662391067,510717179,2
6251803864$960,2178754226,2872947412,694193186,2
6251803864$961,2178754240,2844897653,666143413,2
6251726235$508,1442205684,3073956127,1631750443,2
6251969145$1000,4841055111,5352046685,510991574,2
6251803864$966,2178754310,3465031083,1286276773,2
6251803864$967,2178754324,2974256498,795502174,2
6251722714$930,1426234631,1843575496,417340865,2
6251722714$933,1426234674,1830815473,404580799,2
6251722714$932,1426234660,1855946229,429711569,2
6251722714$935,1426234702,1837700362,411465660,2
6251722714$934,1426234688,1838607677,412372989,2
6251722714$937,1426234730,1811512319,385277589,2
6251722714$936,1426234716,1821155947,394921231,2
6251915193$989,3853061164,4081200980,228139816,2
6251915193$988,3853061150,4040748366,187687216,2
6251672941$41,760950889,996108845,235157956,2
6251812952$201,2205325125,4934919935,2729594810,2
6251812952$200,2205325099,5103323392,2897998293,2
6251812952$203,2205325165,4763551915,2558226750,2
6251812952$202,2205325151,5107062904,2901737753,2
6251812952$205,2205325193,5226732154,3021406961,2
6251812952$204,2205325179,4756362932,2551037753,2
6251812952$207,2205325221,4750102604,2544777383,2
6251812952$206,2205325207,4750102622,2544777415,2
6251812952$209,2205325273,4951338941,2746013668,2
6251812952$208,2205325247,4964530999,2759205752,2
6251723929$839,1426249212,2545811976,1119562764,2
6251723929$838,1426249198,2576568005,1150318807,2
6251723929$831,1426249058,2563572372,1137323314,2
6251723929$830,1426249038,2529401235,1103152197,2
6251723929$833,1426249098,2578368103,1152119005,2
6251723929$832,1426249078,2692100287,1265851209,2
6251723929$835,1426249138,2643733793,1217484655,2
6251723929$834,1426249118,2452755003,1026505885,2
6251723929$837,1426249178,2582003766,1155754588,2
6251723929$836,1426249158,2461200262,1034951104,2
6251969145$248,4841044188,5361635204,520591016,2
6251915193$1020,3853061773,4083381843,230320070,2
6251969145$241,4841044089,5383978493,542934404,2
6251969145$242,4841044103,5363990997,522946894,2
6251915193$1024,3853061829,4065289245,212227416,2
6251969145$246,4841044159,5352858415,511814256,2
6251915193$1027,3853061871,4048491044,195429173,2
6251722714$708,1426231305,1827540561,401309256,2
6251722714$702,1426231221,1849260500,423029279,2
6251722714$703,1426231235,1829995332,403764097,2
6251722714$700,1426231193,1838608236,412377043,2
6251899333$451,3527456561,3720369165,192912604,2
6251722714$701,1426231207,1829132488,402901281,2
6251899333$452,3527456593,3701378955,173922362,2
6251722714$706,1426231277,1829133259,402901982,2
6251722714$707,1426231291,1812347368,386116077,2
6251928661$0,4039128491,4074388523,35260032,2
6251722714$705,1426231263,1819095052,392863789,2
6251784940$1171,2140239527,2509211974,368972447,2
6251974185$185,4853926921,5379870537,525943616,2
6251974185$187,4853926949,5374876318,520949369,2
6251812952$1854,2235281283,5128168772,2892887489,2
6251749537$404,1574508102,1795679635,221171533,2
6251812952$1856,2231825185,5259879496,3028054311,2
6251812952$1857,2228708264,5203537221,2974828957,2
6251749537$401,1574508022,1793500984,218992962,2
6251749537$400,1574507993,1792054382,217546389,2
6251749537$403,1574508073,1792054086,217546013,2
6251812952$1858,2225159611,5020466132,2795306521,2
6251812952$1859,2241467397,5114263269,2872795872,2
6251974185$180,4853926851,5406222446,552295595,2
6251974185$183,4853926893,5402117897,548191004,2
6251803864$1726,2178766246,2895728022,716961776,2
6251803864$1727,2178766260,2883416912,704650652,2
6251803864$1724,2178766218,3407776676,1229010458,2
6251803864$1725,2178766232,2901461909,722695677,2
6251803864$1720,2178766162,2869049028,690282866,2
6251803864$1721,2178766176,3058770451,880004275,2
6251803864$1728,2178766274,2938223964,759457690,2
6251803864$1729,2178766294,2902288023,723521729,2
6251860459$1002,2789568297,2952558632,162990335,2
6251860459$1001,2789568283,2937433912,147865629,2
6251860459$1004,2789568337,2961527282,171958945,2
6251860459$1005,2789568400,2936627731,147059331,2
6251860459$140,2789554796,2963521256,173966460,2
6251726235$1319,1442217908,3084836823,1642618915,2
6251726235$1318,1442217894,3084837239,1642619345,2
6251726235$1316,1442217866,3089945693,1647727827,2
6251726235$1315,1442217852,3086469418,1644251566,2
6251726235$1314,1442217838,3095265109,1653047271,2
6251726235$1313,1442217823,3122724048,1680506225,2
6251726235$1312,1442217809,3085628870,1643411061,2
6251726235$1311,1442217795,3071207475,1628989680,2
6251726235$1310,1442217781,3073956605,1631738824,2
6251815403$9,2226908237,2415835542,188927305,2
6251815403$8,2213779766,2418262040,204482274,2
6251815403$6,2213779738,2419141053,205361315,2
6251815403$4,2213779710,2415835816,202056106,2
6251815403$3,2213779696,2415835445,202055749,2
6251815403$0,2213779654,2420354477,206574823,2
6251712256$179,1373711533,1732547380,358835847,2
6251712256$178,1373711519,1722773595,349062076,2
6251812952$222,2205325551,5143242336,2937916785,2
6251812952$221,2205325525,5144004429,2938678904,2
6251921741$158,3939582245,4594882405,655300160,2
6251921741$159,3939582259,4591564641,651982382,2
6251921741$156,3939582217,4586312540,646730323,2
6251921741$154,3939582189,4584088867,644506678,2
6251921741$155,3939582203,4594882003,655299800,2
6251921741$152,3939582161,4591564857,651982696,2
6251921741$153,3939582175,4609917946,670335771,2
6251921741$150,3939582133,4590796420,651214287,2
6251812952$226,2205325631,5032692494,2827366863,2
6251969145$329,4841045345,5358996449,517951104,2
6251969145$328,4841045331,5362396594,521351263,2
6251969145$327,4841045317,5357332919,516287602,2
6251969145$326,4841045303,5358996301,517950998,2
6251969145$325,4841045289,5354788569,513743280,2
6251969145$323,4841045261,5362396477,521351216,2
6251969145$320,4841045219,5368414223,527369004,2
6251495621$32,0,745658499,745658499,2
6251495621$30,0,727437799,727437799,2
6251495621$37,0,734191507,734191507,2
6251495621$36,0,739548158,739548158,2
6251495621$35,0,720669849,720669849,2
6251495621$34,0,723495802,723495802,2
6251495621$39,0,718537675,718537675,2
6251495621$38,0,844722799,844722799,2
6251866953$919,2852998585,3090758683,237760098,2
6251866953$918,2852998571,3864900360,1011901789,2
6251866953$913,2852998501,2997990468,144991967,2
6251866953$912,2852998487,3012792656,159794169,2
6251866953$911,2852998473,3066022685,213024212,2
6251866953$910,2852998459,3010435889,157437430,2
6251866953$917,2852998557,2989655049,136656492,2
6251866953$916,2852998543,3096704525,243705982,2
6251866953$915,2852998529,3008778712,155780183,2
6251866953$914,2852998515,3011228609,158230094,2
6251725155$340,1442187078,1826561462,384374384,2
6251725155$341,1442187094,1813115979,370928885,2
6251725155$342,1442187108,1821966307,379779199,2
6251725155$343,1442187122,1812346164,370159042,2
6251725155$344,1442187142,1809605202,367418060,2
6251725155$345,1442187162,1819094953,376907791,2
6251725155$346,1442187182,1825654711,383467529,2
6251725155$347,1442187196,1813115553,370928357,2
6251725155$348,1442187210,1829995098,387807888,2
6251725155$349,1442187224,1866917676,424730452,2
6251725155$90,1442183318,1908458034,466274716,2
6251717526$198,1400579768,1743933806,343354038,2
6251717526$199,1400579782,1780076922,379497140,2
6251717526$192,1400579684,1707339641,306759957,2
6251717526$193,1400579698,1705719175,305139477,2
6251717526$190,1400579656,1703235228,302655572,2
6251717526$191,1400579670,1700756472,300176802,2
6251717526$196,1400579740,1709624453,309044713,2
6251717526$197,1400579754,1699981813,299402059,2
6251717526$194,1400579712,2053092263,652512551,2
6251717526$195,1400579726,1734478251,333898525,2
6251537638$1719,0,786956998,786956998,2
6250505806$212,0,2162221514,2162221514,2
6250505806$213,0,1789046780,1789046780,2
6251787910$864,2144408995,2538253278,393844283,2
6251787910$865,2144409009,2548501888,404092879,2
6251787910$860,2144408923,2677434590,533025667,2
6251787910$861,2144408943,2544859075,400450132,2
6251787910$862,2144408964,2546785944,402376980,2
6251787910$863,2144408981,2570249250,425840269,2
6250505806$218,0,1262781383,1262781383,2
6251784165$164,2126553339,2240265315,113711976,2
6251784165$165,2126553354,2240265550,113712196,2
6251784165$166,2126553369,2272325581,145772212,2
6251784165$167,2126553384,2283260491,156707107,2
6251784165$160,2126553279,2270561125,144007846,2
6251784165$161,2126553294,2280071323,153518029,2
6251784165$162,2126553309,2268769909,142216600,2
6251784165$163,2126553324,2218835132,92281808,2
6251784165$168,2126553399,2269723825,143170426,2
6251784165$169,2126553414,2222351304,95797890,2
6251777719$78,2074708908,2688559321,613850413,2
6251777719$79,2074708922,2662390404,587681482,2
6251753305$919,1601635071,1736360672,134725601,2
6251753305$918,1601635057,1746457146,144822089,2
6251787910$181,2144398811,2542053498,397654687,2
6251753305$911,1601634959,1731477897,129842938,2
6251753305$910,1601634945,1741166631,139531686,2
6251753305$913,1601634987,1740176079,138541092,2
6251753305$912,1601634973,1811512615,209877642,2
6251753305$915,1601635015,1740176950,138541935,2
6251753305$914,1601635001,1735328399,133693398,2
6251753305$917,1601635043,1747243922,145608879,2
6251753305$916,1601635029,1736361043,134726014,2
6251983768$3,4952034014,5017121174,65087160,0
6251983768$2,4952034006,5026385114,74351108,0
6251983768$5,4952034030,5013437347,61403317,0
6251983768$4,4952034022,5024372787,72338765,0
6251983768$7,4952034052,5011136298,59102246,0
6251983768$6,4952034038,5012693228,60659190,0
6251882848$309,3239655747,3526722056,287066309,2
6251882848$308,3239655733,3451853893,212198160,2
6251882848$305,3239655667,3449341654,209685987,2
6251882848$304,3239655653,3549018834,309363181,2
6251882848$307,3239655719,3451093192,211437473,2
6251882848$306,3239655700,3573571792,333916092,2
6251882848$300,3239655575,3469501581,229846006,2
6251882848$303,3239655636,3458113814,218458178,2
6251882848$302,3239655615,3479428844,239773229,2
6251762412$0,1636644316,1945586605,308942289,9
6251717526$603,1400585957,1732548035,331962078,2
6251687275$999,872258615,1553395561,681136946,2
6251765262$178,1717260712,2091154233,373893521,0
6251687275$991,872258503,1339325995,467067492,2
6251640760$127,0,809720598,809720598,2
6251784940$1037,2140237521,2497229669,356992148,2
6251784940$1036,2140237507,2510010665,369773158,2
6251784940$1035,2140237493,2523932247,383694754,2
6251784940$1034,2140237479,2487117678,346880199,2
6251784940$1031,2140237437,2508324713,368087276,2
6251938667$224,4207125720,4356415454,149289734,0
6251941721$738,4225980129,4350835515,124855386,2
6251941721$739,4225980143,4349991595,124011452,2
6251941721$732,4225980045,4383996964,158016919,2
6251941721$733,4225980059,4376707473,150727414,2
6251941721$730,4225979979,4361153182,135173203,2
6251941721$731,4225980024,4356415217,130435193,2
6251941721$736,4225980101,4362038534,136058433,2
6251941721$737,4225980115,4351692197,125712082,2
6251941721$734,4225980073,4383997344,158017271,2
6251941721$735,4225980087,4362038570,136058483,2
6251784940$208,2140225371,2525638392,385413021,2
6251784940$209,2140225385,2482838250,342612865,2
6251899333$829,3527462351,3700650957,173188606,2
6251899333$828,3527462337,3762647581,235185244,2
6251899333$821,3527462239,3689608767,162146528,2
6251899333$820,3527462225,3714449382,186987157,2
6251899333$823,3527462267,3686626621,159164354,2
6251899333$822,3527462253,3689608203,162145950,2
6251899333$825,3527462295,3817186113,289723818,2
6251899333$824,3527462281,3736408528,208946247,2
6251899333$827,3527462323,3721165980,193703657,2
6251899333$826,3527462309,3699202247,171739938,2
6251866953$898,2852998269,3036551720,183553451,2
6251866953$899,2852998283,3016500629,163502346,2
6251866953$896,2852998241,3030927563,177929322,2
6251866953$897,2852998255,3066798270,213800015,2
6251866953$894,2852998213,3040942563,187944350,2
6251866953$895,2852998227,3017359171,164360944,2
6251866953$892,2852998185,3009532517,156534332,2
6251866953$893,2852998199,3863363855,1010365656,2
6251866953$890,2852998157,3021757221,168759064,2
6251866953$891,2852998171,2997255050,144256879,2
6251969145$488,4841047664,5354788430,513740766,2
6251969145$489,4841047678,5364918349,523870671,2
6251722714$90,1426221945,1934985900,508763955,2
6251722714$99,1426222073,1825654599,399432526,2
6251674199$170,763190740,976015692,212824952,2
6251812952$1726,2241467971,5164693669,2923225698,2
6251812952$1724,2241468373,5093029651,2851561278,2
6251812952$1725,2241469626,5107063287,2865593661,2
6251812952$1722,2229685372,5248988321,3019302949,2
6251812952$1720,2243858342,5072505579,2828647237,2
6251812952$1721,2234091586,5277538328,3043446742,2
6251812952$1728,2234093239,4981726956,2747633717,2
6251812952$1729,2226909054,5104067656,2877158602,2
6251687275$603,872252395,1330774527,458522132,2
6251687275$602,872252381,1343485919,471233538,2
6251687275$601,872252367,1330775251,458522884,2
6251687275$600,872252350,1417448615,545196265,2
6251687275$607,872252451,1338552520,466300069,2
6251687275$606,872252437,1369536644,497284207,2
6251687275$605,872252423,1333160453,460908030,2
6251687275$604,872252409,1373026940,500774531,2
